A_Index;Aussenqualitaet;Aussenzustand;Baujahr;Besonderheiten;Garagen;Garagenbaujahr;Grundstueck_qm;Heizungszustand;Kamine;Kaminqualitaet;Keller;Kuechenzustand;Lage;Qualitaet;Renovierungsjahr;Steuerzuordnung;Verkaufsjahr;Wohnflaeche_qm;Zustand;Zz_Verkaufspreis
516;Gut;Durchschnitt;2013.0;;2.0;2013.0;1063;Sehr gut;1;Durchschnitt;Guter Wohnraum;Sehr gut;Upper West Side;8;0.0;3;2021;1872;5;357880
371;Durchschnitt;Durchschnitt;1971.0;;2.0;1973.0;888;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;3;2017;988;5;150326
1450;Gut;Durchschnitt;2008.0;;2.0;2008.0;1264;Gut;0;;Guter Wohnraum;Gut;Upper East Side;5;2009.0;2;2020;1384;5;234104
1911;Gut;Durchschnitt;2017.0;;2.0;2017.0;282;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;8;2018.0;5;2023;1269;5;284206
2247;Durchschnitt;Durchschnitt;1937.0;;1.0;1938.0;544;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;2011.0;5;2021;995;6;157385
531;Durchschnitt;Durchschnitt;1961.0;;1.0;1961.0;536;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;6;1963.0;4;2023;1416;7;207086
1093;Gut;Durchschnitt;2014.0;;2.0;2014.0;962;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;2013.0;3;2021;1444;5;277819
1481;Durchschnitt;Durchschnitt;1952.0;;1.0;1952.0;886;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Upper East Side;6;1962.0;4;2021;1489;7;190915
192;Durchschnitt;Durchschnitt;1928.0;;1.0;1928.0;787;Schlecht;1;Gut;Rohbau;Schlecht;Lower East Side;6;1962.0;5;2021;952;6;165596
2227;Durchschnitt;Durchschnitt;1934.0;;2.0;1971.0;548;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Lower East Side;5;1961.0;5;2019;1902;5;156266
900;Gut;Durchschnitt;2016.0;;3.0;2016.0;1273;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;9;2017.0;3;2018;1922;5;459196
868;Durchschnitt;Durchschnitt;1990.0;;1.0;1990.0;1457;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Upper West Side;5;0.0;2;2021;907;5;191599
1767;Gut;Durchschnitt;2018.0;;2.0;2018.0;769;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;6;0.0;2;2022;1476;5;197555
922;Gut;Durchschnitt;2014.0;;2.0;2014.0;220;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;3;2015;1223;5;162131
1632;Durchschnitt;Durchschnitt;1951.0;;2.0;1986.0;1093;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Queensland Doors;5;2007.0;5;2018;908;7;168506
976;Gut;Gut;1980.0;;2.0;1974.0;1012;Sehr gut;1;Gut;Rohbau;Gut;Queensland Doors;7;2020.0;3;2023;2978;7;358219
1853;Durchschnitt;Durchschnitt;1981.0;;1.0;1981.0;136;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;4;0.0;2;2018;992;5;129573
696;Gut;Durchschnitt;2016.0;;3.0;2016.0;1022;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;2017.0;3;2019;1964;5;468168
684;Durchschnitt;Durchschnitt;1948.0;;1.0;1933.0;359;Gut;0;;Rohbau;Gut;Lower East Side;6;2011.0;2;2022;1378;8;146771
1624;Gut;Durchschnitt;2017.0;;2.0;2017.0;749;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;2018.0;2;2023;1484;5;315292
1483;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;206;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;1;2021;1548;5;201179
1672;Gut;Durchschnitt;1993.0;;2.0;1993.0;388;Durchschnitt;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;8;0.0;5;2023;788;5;229437
1436;Durchschnitt;Durchschnitt;2013.0;;2.0;2013.0;730;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;1;2022;1800;5;203817
1787;Durchschnitt;Durchschnitt;1961.0;;2.0;1961.0;1020;Sehr gut;1;Gut;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;7;2012.0;3;2022;1527;7;173644
1967;Gut;Durchschnitt;2013.0;;3.0;2013.0;1330;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;8;2014.0;2;2019;1786;5;379595
329;Sehr gut;Durchschnitt;2016.0;;3.0;2016.0;4811;Sehr gut;1;Gut;Mittlerer Wohnraum;Sehr gut;Upper West Side;8;0.0;4;2023;3279;5;796371
877;Durchschnitt;Durchschnitt;1935.0;;2.0;1959.0;625;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;1959.0;1;2015;1285;7;157264
1025;Gut;Durchschnitt;2013.0;;2.0;2013.0;783;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;7;0.0;3;2017;1932;5;249179
2562;Gut;Durchschnitt;2013.0;;2.0;2013.0;778;Sehr gut;1;Gut;Rohbau;Gut;Upper West Side;7;0.0;3;2018;1459;5;233597
2445;Gut;Durchschnitt;1997.0;Pool;2.0;1997.0;1616;Gut;1;Gut;Rohbau;Gut;Upper East Side;8;0.0;1;2018;2726;5;383245
914;Durchschnitt;Durchschnitt;2003.0;;2.0;2003.0;987;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Upper East Side;5;0.0;4;2021;1595;5;208022
1118;Durchschnitt;Durchschnitt;1933.0;;1.0;1933.0;952;Schlecht;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;1963.0;1;2023;835;5;122860
2599;Durchschnitt;Durchschnitt;2006.0;;2.0;2006.0;729;Sehr gut;1;Schlecht;Guter Wohnraum;Gut;Upper East Side;6;2010.0;5;2020;1679;5;254632
897;Durchschnitt;Durchschnitt;1969.0;Familienverkauf;2.0;2015.0;747;Sehr gut;0;;Niedrige Qualität;Durchschnitt;Queensland Doors;5;2015.0;2;2016;1712;5;163105
682;Gut;Gut;1988.0;Familienverkauf;3.0;1988.0;2202;Durchschnitt;1;Gut;Guter Wohnraum;Gut;Heroes Park;9;0.0;5;2019;2944;3;189797
2592;Durchschnitt;Durchschnitt;1973.0;;2.0;1973.0;1138;Durchschnitt;2;Gut;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;0.0;2;2015;1246;5;186035
1499;Gut;Gut;1932.0;;2.0;1932.0;938;Sehr gut;2;Durchschnitt;Niedrige Qualität;Durchschnitt;Lower East Side;6;1962.0;4;2020;2792;7;336878
279;Gut;Durchschnitt;2013.0;;2.0;2013.0;727;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;0.0;4;2018;1729;5;243330
1376;Durchschnitt;Gut;1952.0;;1.0;1952.0;449;Sehr gut;0;;Mittlerer Wohnraum;Gut;Lower East Side;5;2017.0;4;2019;1210;7;156899
1320;Gut;Durchschnitt;2011.0;;3.0;2011.0;811;Sehr gut;2;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;2012.0;2;2020;1852;5;302664
485;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;675;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;6;0.0;1;2021;1806;5;198100
638;Durchschnitt;Durchschnitt;1992.0;;2.0;1992.0;1112;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;7;2003.0;4;2021;2673;7;340773
2506;Durchschnitt;Durchschnitt;1902.0;;2.0;1975.0;784;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Lower East Side;5;2008.0;5;2021;1869;6;170934
653;Durchschnitt;Durchschnitt;2010.0;;2.0;2010.0;203;Gut;0;;Guter Wohnraum;Durchschnitt;Upper East Side;6;0.0;2;2019;1549;5;218773
1794;Gut;Durchschnitt;1964.0;;1.0;1964.0;684;Gut;0;;Guter Wohnraum;Gut;Queensland Doors;5;2017.0;4;2021;1031;8;199126
71;Durchschnitt;Durchschnitt;1970.0;;2.0;1970.0;759;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;1;2015;1235;3;106645
2235;Schlecht;Schlecht;1930.0;;1.0;1930.0;675;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;4;1960.0;4;2017;1362;5;112306
2370;Gut;Durchschnitt;2004.0;;2.0;2004.0;828;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;3;2019;1710;5;236614
497;Gut;Gut;1974.0;;2.0;1980.0;1271;Durchschnitt;1;Sehr schlecht;Niedrige Qualität;Durchschnitt;Lower East Side;5;2011.0;1;2017;1020;8;193026
411;Durchschnitt;Durchschnitt;1959.0;;2.0;1959.0;1015;Gut;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;1961.0;2;2018;1920;5;166681
31;Durchschnitt;Gut;1973.0;;2.0;2012.0;745;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;4;0.0;3;2017;1088;6;128684
1054;Gut;Durchschnitt;2014.0;;2.0;2014.0;815;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;2015.0;1;2020;1536;5;281609
2271;Durchschnitt;Durchschnitt;1973.0;;1.0;1973.0;751;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;6;2013.0;5;2016;1068;8;173791
1008;Durchschnitt;Durchschnitt;2002.0;;2.0;2002.0;718;Gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;6;2003.0;2;2015;1169;6;198473
18;Durchschnitt;Durchschnitt;1933.0;;2.0;2002.0;707;Gut;0;;Rohbau;Durchschnitt;Queensland Doors;4;2007.0;2;2023;985;7;155425
197;Durchschnitt;Durchschnitt;1966.0;;2.0;1966.0;3515;Sehr gut;2;Durchschnitt;Niedrige Qualität;Durchschnitt;Upper East Side;7;2017.0;5;2020;1363;7;317797
1408;Durchschnitt;Durchschnitt;1982.0;;2.0;1982.0;1856;Sehr gut;2;Durchschnitt;Freizeitraum;Durchschnitt;Upper East Side;7;0.0;5;2018;1696;5;240897
1940;Durchschnitt;Schlecht;1942.0;;1.0;1942.0;643;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Upper East Side;7;2011.0;1;2019;1502;6;188532
2510;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;950;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;2;2016;1050;6;153543
1852;Durchschnitt;Durchschnitt;1951.0;;1.0;1951.0;661;Sehr gut;2;Durchschnitt;Guter Wohnraum;Durchschnitt;Lower East Side;5;1962.0;5;2020;1077;6;155279
1123;Durchschnitt;Durchschnitt;1989.0;;1.0;1989.0;952;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Upper West Side;5;0.0;1;2023;894;6;189767
613;Durchschnitt;Schlecht;1927.0;;1.0;1951.0;736;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;3;1963.0;2;2023;864;3;86594
439;Gut;Durchschnitt;2013.0;;2.0;2013.0;699;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;0.0;3;2016;1509;5;202475
2326;Gut;Durchschnitt;2014.0;;3.0;2014.0;1206;Sehr gut;1;Gut;Rohbau;Gut;Heroes Park;8;2015.0;3;2016;2452;5;347582
1148;Gut;Durchschnitt;2014.0;;2.0;2014.0;341;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;2015.0;5;2016;1646;5;337459
2064;Gut;Durchschnitt;2006.0;;3.0;2006.0;966;Sehr gut;2;Gut;Kein Wohnraum;Gut;Upper West Side;8;2007.0;2;2021;2063;5;431099
354;Gut;Durchschnitt;2016.0;;2.0;2016.0;735;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;7;0.0;1;2019;1456;5;239145
912;Gut;Durchschnitt;2009.0;;2.0;2009.0;1254;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;2010.0;5;2023;2260;5;485520
2141;Durchschnitt;Durchschnitt;2019.0;;1.0;2019.0;881;Gut;0;;Guter Wohnraum;Durchschnitt;Lower East Side;6;0.0;4;2019;1133;5;180940
462;Durchschnitt;Gut;1972.0;;1.0;1973.0;608;Gut;0;;Guter Wohnraum;Gut;Lower East Side;6;2007.0;2;2019;912;8;179675
1910;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;815;Durchschnitt;1;Schlecht;Guter Wohnraum;Gut;Upper East Side;5;0.0;4;2017;1008;5;179573
889;Durchschnitt;Durchschnitt;2010.0;;2.0;2010.0;202;Gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;6;0.0;4;2018;1501;5;214739
2196;Durchschnitt;Durchschnitt;1947.0;;1.0;1947.0;938;Sehr gut;0;;Rohbau;Durchschnitt;Upper East Side;6;1961.0;5;2019;1639;5;145511
163;Durchschnitt;Durchschnitt;1944.0;;2.0;2002.0;1774;Gut;2;Gut;Freizeitraum;Gut;Lower East Side;6;1999.0;1;2015;3672;8;448864
1503;Durchschnitt;Schlecht;1949.0;;2.0;2008.0;545;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;1963.0;2;2022;1539;6;161118
1163;Gut;Durchschnitt;2015.0;;2.0;2015.0;1058;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;2016.0;1;2018;1959;5;261580
48;Durchschnitt;Durchschnitt;2017.0;;0.0;;1167;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;2018.0;3;2020;1175;5;192126
1423;Durchschnitt;Durchschnitt;1984.0;Familienverkauf;2.0;1984.0;1057;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Upper West Side;5;0.0;4;2017;894;5;153251
962;Durchschnitt;Durchschnitt;1972.0;;1.0;1972.0;960;Schlecht;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;1;2023;1206;5;160662
1675;Durchschnitt;Durchschnitt;1988.0;;2.0;2005.0;891;Sehr gut;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Lower East Side;4;2005.0;2;2021;1620;4;205285
1407;Gut;Durchschnitt;2018.0;;2.0;2018.0;934;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;6;0.0;5;2023;1468;5;401886
210;Durchschnitt;Schlecht;1909.0;;2.0;1979.0;967;Durchschnitt;1;Gut;Kein Wohnraum;Durchschnitt;Lower East Side;5;1979.0;4;2015;2414;4;173056
1186;Durchschnitt;Durchschnitt;1998.0;;2.0;1998.0;1113;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;2;2020;1651;5;242131
2403;Gut;Gut;2002.0;;3.0;2002.0;1307;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;5;2015;2520;7;335296
1236;Durchschnitt;Durchschnitt;2006.0;;1.0;2006.0;1483;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Upper West Side;5;0.0;4;2017;1097;5;173022
727;Durchschnitt;Durchschnitt;1973.0;;2.0;1973.0;831;Durchschnitt;2;Gut;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;1;2023;1264;5;247940
212;Durchschnitt;Durchschnitt;1953.0;;2.0;1974.0;1108;Sehr gut;0;;Kein Wohnraum;Durchschnitt;Lower East Side;4;1963.0;1;2022;861;5;93938
1108;Gut;Durchschnitt;2012.0;;3.0;2012.0;724;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;4;2016;1654;5;258718
1454;Durchschnitt;Durchschnitt;1966.0;;1.0;1966.0;859;Gut;1;Durchschnitt;Kein Wohnraum;Gut;Queensland Doors;6;2007.0;2;2019;1661;6;209410
2101;Gut;Durchschnitt;2007.0;;3.0;2007.0;1059;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;2008.0;3;2018;2398;5;384158
1150;Gut;Gut;1913.0;;1.0;1953.0;724;Gut;0;;Rohbau;Durchschnitt;Lower East Side;4;2016.0;5;2022;1039;8;129805
872;Durchschnitt;Durchschnitt;1964.0;;2.0;1966.0;1433;Sehr gut;1;Gut;Freizeitraum;Durchschnitt;Lower East Side;4;1978.0;4;2016;1482;4;140608
2033;Durchschnitt;Durchschnitt;1979.0;;0.0;;131;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;4;0.0;2;2015;630;6;78956
2100;Durchschnitt;Durchschnitt;1971.0;;2.0;1981.0;826;Gut;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Lower East Side;5;2011.0;5;2015;1211;6;155750
56;Gut;Durchschnitt;2006.0;;2.0;2006.0;870;Sehr gut;1;Durchschnitt;Niedrige Qualität;Gut;Upper East Side;6;2013.0;5;2019;2814;5;328982
1417;Durchschnitt;Durchschnitt;1932.0;;0.0;;527;Durchschnitt;0;;Rohbau;Schlecht;Lower East Side;4;1967.0;2;2015;869;7;92476
857;Durchschnitt;Durchschnitt;1912.0;;2.0;2010.0;771;Sehr gut;0;;Rohbau;Gut;Lower East Side;5;2005.0;4;2021;2168;6;168333
1195;Durchschnitt;Durchschnitt;1986.0;;2.0;1986.0;911;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;2;2021;1350;5;225813
754;Gut;Durchschnitt;2009.0;;3.0;2009.0;917;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper West Side;7;2010.0;2;2022;2344;5;301741
1722;Durchschnitt;Gut;1968.0;;1.0;1968.0;974;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;3;2023;972;6;181329
2189;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;202;Gut;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;1;2020;1456;6;188178
321;Durchschnitt;Durchschnitt;1975.0;;2.0;1975.0;899;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;6;0.0;5;2023;1116;6;236839
643;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;1824;Durchschnitt;2;Gut;Freizeitraum;Durchschnitt;Upper East Side;7;0.0;1;2015;1830;6;300684
2574;Durchschnitt;Durchschnitt;2009.0;;2.0;2009.0;673;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;2013.0;1;2017;2299;5;238651
1746;Durchschnitt;Durchschnitt;1965.0;;1.0;1965.0;914;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;4;0.0;2;2018;948;5;135048
1207;Gut;Durchschnitt;2010.0;;2.0;2010.0;905;Sehr gut;1;Durchschnitt;Niedrige Qualität;Gut;Upper East Side;7;2011.0;4;2021;1680;5;291847
42;Gut;Durchschnitt;1971.0;;1.0;1971.0;826;Durchschnitt;0;;Mittlerer Wohnraum;Gut;Queensland Doors;6;2010.0;4;2021;988;8;204601
554;Durchschnitt;Durchschnitt;1945.0;;1.0;1945.0;462;Gut;0;;Rohbau;Durchschnitt;Upper East Side;5;1959.0;3;2015;879;3;86528
2601;Durchschnitt;Durchschnitt;1965.0;;2.0;1965.0;674;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;0.0;5;2022;1960;5;141761
291;Gut;Durchschnitt;2014.0;;2.0;2014.0;902;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;5;2019;1696;5;237879
1880;Durchschnitt;Durchschnitt;2015.0;;0.0;;1542;Sehr gut;0;;Rohbau;Durchschnitt;Upper East Side;5;0.0;1;2015;1140;5;91395
2351;Gut;Durchschnitt;2018.0;;3.0;2018.0;948;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;8;2019.0;3;2022;1953;5;286939
2319;Durchschnitt;Durchschnitt;1990.0;;1.0;1990.0;718;Sehr gut;2;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;4;2017;1266;5;149741
1561;Durchschnitt;Durchschnitt;1971.0;;2.0;1971.0;1048;Sehr gut;1;Schlecht;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2015;1560;5;196851
41;Durchschnitt;Durchschnitt;1932.0;;1.0;1932.0;726;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;2;1965.0;2;2016;498;3;39370
1629;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;6362;Durchschnitt;2;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;7;0.0;2;2016;1533;5;314961
685;Durchschnitt;Durchschnitt;1965.0;;1.0;1965.0;900;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;5;2017;1216;5;151496
1748;Durchschnitt;Durchschnitt;1966.0;;1.0;1966.0;688;Gut;0;;Rohbau;Durchschnitt;Lower East Side;4;0.0;5;2020;1204;6;131593
1959;Gut;Durchschnitt;2010.0;;2.0;2011.0;237;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;8;2011.0;5;2019;1607;5;253063
1807;Gut;Durchschnitt;2007.0;;3.0;2007.0;842;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;2008.0;2;2016;2392;5;391452
268;Durchschnitt;Durchschnitt;2002.0;;2.0;2002.0;818;Gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;0.0;1;2017;1482;5;191739
1015;Gut;Durchschnitt;2019.0;;2.0;2019.0;1176;Sehr gut;2;Sehr gut;Guter Wohnraum;Sehr gut;Heroes Park;9;2020.0;2;2022;1652;5;370060
1741;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;893;Durchschnitt;1;Schlecht;Kein Wohnraum;Gut;Queensland Doors;5;2006.0;3;2016;1236;6;151237
156;Durchschnitt;Durchschnitt;2016.0;;2.0;2016.0;624;Sehr gut;0;;Guter Wohnraum;Gut;Lower East Side;4;0.0;5;2019;1132;5;222696
958;Durchschnitt;Schlecht;1977.0;;2.0;1977.0;1078;Gut;1;Sehr schlecht;Niedrige Qualität;Durchschnitt;Upper East Side;6;0.0;1;2015;1388;5;171866
2183;Durchschnitt;Durchschnitt;1972.0;;1.0;1972.0;604;Durchschnitt;1;Sehr schlecht;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;1;2017;936;5;152081
1000;Durchschnitt;Durchschnitt;1923.0;Familienverkauf;2.0;2008.0;921;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;2002.0;2;2019;759;8;107552
1438;Durchschnitt;Durchschnitt;2010.0;;2.0;2010.0;753;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;7;0.0;1;2019;1651;5;235222
481;Durchschnitt;Durchschnitt;1963.0;;1.0;1963.0;870;Gut;0;;Guter Wohnraum;Gut;Queensland Doors;5;2009.0;3;2023;1078;6;210379
2185;Durchschnitt;Durchschnitt;1928.0;;1.0;1928.0;928;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;5;1999.0;2;2021;1656;7;184756
2397;Gut;Durchschnitt;2013.0;;2.0;2013.0;643;Sehr gut;1;Gut;Rohbau;Gut;Lower East Side;7;2014.0;3;2016;1724;5;221035
1996;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;706;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;6;0.0;2;2022;1426;6;181614
680;Durchschnitt;Durchschnitt;1953.0;;1.0;1952.0;738;Sehr gut;2;Gut;Freizeitraum;Durchschnitt;Lower East Side;5;1962.0;4;2021;1298;6;166965
390;Durchschnitt;Durchschnitt;1905.0;;1.0;1998.0;587;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;1978.0;3;2022;2372;4;122404
1838;Durchschnitt;Durchschnitt;1962.0;;2.0;1983.0;646;Durchschnitt;1;Durchschnitt;Niedrige Qualität;Durchschnitt;Queensland Doors;5;0.0;4;2019;876;7;118939
209;Durchschnitt;Durchschnitt;1926.0;;0.0;;737;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;3;1962.0;2;2020;864;3;88167
917;Durchschnitt;Durchschnitt;1972.0;;1.0;1972.0;1314;Sehr gut;0;;Freizeitraum;Durchschnitt;Upper East Side;5;0.0;2;2021;1273;4;212128
1703;Gut;Durchschnitt;2009.0;;2.0;2009.0;327;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;0.0;2;2016;1452;5;206862
419;Durchschnitt;Durchschnitt;1964.0;;2.0;1964.0;1015;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Queensland Doors;6;0.0;1;2016;1375;5;157480
2523;Durchschnitt;Durchschnitt;1983.0;;2.0;1983.0;1048;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;3;2022;1442;6;210649
1827;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;1275;Durchschnitt;0;;Mittlerer Wohnraum;Gut;Queensland Doors;6;0.0;4;2023;1329;6;254602
1795;Durchschnitt;Durchschnitt;1988.0;;3.0;1999.0;931;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Upper West Side;6;0.0;4;2016;1282;6;195726
280;Durchschnitt;Durchschnitt;1931.0;;1.0;1931.0;641;Sehr gut;1;Gut;Rohbau;Durchschnitt;Upper East Side;7;2003.0;2;2022;1228;8;155994
2018;Gut;Durchschnitt;2008.0;;2.0;2008.0;1082;Gut;1;Durchschnitt;Rohbau;Gut;Upper West Side;8;0.0;4;2016;2263;5;290214
477;Durchschnitt;Durchschnitt;1988.0;;1.0;1988.0;558;Durchschnitt;1;Schlecht;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;0.0;2;2023;1096;6;185326
755;Durchschnitt;Durchschnitt;1937.0;;1.0;1937.0;886;Durchschnitt;1;Gut;Niedrige Qualität;Durchschnitt;Lower East Side;6;1960.0;5;2017;1642;6;169629
1883;Gut;Durchschnitt;2012.0;;3.0;2012.0;1325;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper West Side;9;0.0;2;2023;2599;5;493170
260;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;809;Gut;1;Gut;Niedrige Qualität;Durchschnitt;Queensland Doors;6;0.0;3;2019;1196;5;175879
486;Durchschnitt;Durchschnitt;1949.0;;1.0;1949.0;437;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;4;1962.0;1;2020;906;7;114486
1329;Durchschnitt;Durchschnitt;1982.0;;2.0;1982.0;928;Gut;1;Gut;Rohbau;Durchschnitt;Upper East Side;7;0.0;4;2020;1682;6;228972
2248;Durchschnitt;Gut;1928.0;;1.0;1974.0;964;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Lower East Side;5;1963.0;3;2023;1652;6;205753
1757;Durchschnitt;Durchschnitt;1984.0;;0.0;;841;Durchschnitt;0;;Rohbau;Durchschnitt;Upper East Side;6;0.0;4;2023;1824;5;205753
1237;Gut;Durchschnitt;2004.0;;2.0;2004.0;1269;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;2005.0;3;2019;2200;5;284696
2557;Durchschnitt;Durchschnitt;1934.0;;4.0;1980.0;967;Sehr gut;1;Gut;Rohbau;Durchschnitt;Lower East Side;5;1962.0;3;2020;1436;5;182914
1474;Durchschnitt;Durchschnitt;2011.0;;2.0;2011.0;1323;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Upper West Side;7;0.0;2;2022;1463;5;235700
9;Durchschnitt;Durchschnitt;1952.0;;0.0;;1245;Sehr gut;1;Gut;Kein Wohnraum;Durchschnitt;Lower East Side;5;1981.0;4;2020;996;6;142120
